 frequency       v(Aol_dB)       v(Aol_arg)     
 5.65555523e+03  3.13287995e+01  1.79888194e+02 
 5.78597080e+03  3.13287988e+01  1.79885616e+02 
 5.91939372e+03  3.13287980e+01  1.79882978e+02 
 6.05589334e+03  3.13287971e+01  1.79880280e+02 
 6.19554061e+03  3.13287962e+01  1.79877519e+02 
 6.33840810e+03  3.13287953e+01  1.79874695e+02 
 6.48457008e+03  3.13287943e+01  1.79871805e+02 
 6.63410251e+03  3.13287933e+01  1.79868849e+02 
 6.78708313e+03  3.13287923e+01  1.79865825e+02 
 6.94359143e+03  3.13287912e+01  1.79862731e+02 
 7.10370877e+03  3.13287900e+01  1.79859565e+02 
 7.26751838e+03  3.13287888e+01  1.79856327e+02 
 7.43510539e+03  3.13287875e+01  1.79853014e+02 
 7.60655691e+03  3.13287862e+01  1.79849625e+02 
 7.78196206e+03  3.13287848e+01  1.79846157e+02 
 7.96141200e+03  3.13287833e+01  1.79842609e+02 
 8.14500001e+03  3.13287818e+01  1.79838980e+02 
 8.33282151e+03  3.13287802e+01  1.79835267e+02 
 8.52497412e+03  3.13287786e+01  1.79831468e+02 
 8.72155772e+03  3.13287768e+01  1.79827582e+02 
 8.92267449e+03  3.13287750e+01  1.79823606e+02 
 9.12842895e+03  3.13287731e+01  1.79819539e+02 
 9.33892805e+03  3.13287711e+01  1.79815377e+02 
 9.55428121e+03  3.13287690e+01  1.79811120e+02 
 9.77460036e+03  3.13287668e+01  1.79806764e+02 
 1.00000000e+04  3.13287645e+01  1.79802309e+02 
 1.02305973e+04  3.13287621e+01  1.79797750e+02 
 1.04665121e+04  3.13287595e+01  1.79793086e+02 
 1.07078670e+04  3.13287569e+01  1.79788315e+02 
 1.09547876e+04  3.13287541e+01  1.79783433e+02 
 1.12074020e+04  3.13287513e+01  1.79778439e+02 
 1.14658417e+04  3.13287482e+01  1.79773330e+02 
 1.17302409e+04  3.13287451e+01  1.79768103e+02 
 1.20007371e+04  3.13287418e+01  1.79762756e+02 
 1.22774708e+04  3.13287383e+01  1.79757285e+02 
 1.25605860e+04  3.13287347e+01  1.79751689e+02 
 1.28502297e+04  3.13287309e+01  1.79745963e+02 
 1.31465525e+04  3.13287269e+01  1.79740105e+02 
 1.34497085e+04  3.13287227e+01  1.79734112e+02 
 1.37598551e+04  3.13287184e+01  1.79727980e+02 
 1.40771537e+04  3.13287138e+01  1.79721708e+02 
 1.44017690e+04  3.13287091e+01  1.79715291e+02 
 1.47338699e+04  3.13287041e+01  1.79708725e+02 
 1.50736290e+04  3.13286989e+01  1.79702009e+02 
 1.54212228e+04  3.13286934e+01  1.79695137e+02 
 1.57768320e+04  3.13286877e+01  1.79688107e+02 
 1.61406415e+04  3.13286817e+01  1.79680915e+02 
 1.65128404e+04  3.13286754e+01  1.79673557e+02 
 1.68936220e+04  3.13286688e+01  1.79666030e+02 
 1.72831844e+04  3.13286620e+01  1.79658329e+02 
 1.76817299e+04  3.13286548e+01  1.79650450e+02 
 1.80894658e+04  3.13286473e+01  1.79642390e+02 
 1.85066040e+04  3.13286394e+01  1.79634144e+02 
 1.89333613e+04  3.13286312e+01  1.79625707e+02 
 1.93699595e+04  3.13286225e+01  1.79617077e+02 
 1.98166255e+04  3.13286135e+01  1.79608247e+02 
 2.02735916e+04  3.13286041e+01  1.79599213e+02 
 2.07410951e+04  3.13285942e+01  1.79589972e+02 
 2.12193792e+04  3.13285838e+01  1.79580517e+02 
 2.17086923e+04  3.13285730e+01  1.79570844e+02 
 2.22092889e+04  3.13285617e+01  1.79560948e+02 
 2.27214291e+04  3.13285498e+01  1.79550824e+02 
 2.32453791e+04  3.13285374e+01  1.79540467e+02 
 2.37814113e+04  3.13285244e+01  1.79529870e+02 
 2.43298042e+04  3.13285108e+01  1.79519030e+02 
 2.48908429e+04  3.13284965e+01  1.79507939e+02 
 2.54648190e+04  3.13284816e+01  1.79496593e+02 
 2.60520309e+04  3.13284660e+01  1.79484985e+02 
 2.66527837e+04  3.13284497e+01  1.79473110e+02 
 2.72673897e+04  3.13284326e+01  1.79460961e+02 
 2.78961683e+04  3.13284147e+01  1.79448531e+02 
 2.85394464e+04  3.13283960e+01  1.79435815e+02 
 2.91975583e+04  3.13283764e+01  1.79422806e+02 
 2.98708461e+04  3.13283559e+01  1.79409497e+02 
 3.05596598e+04  3.13283344e+01  1.79395882e+02 
 3.12643573e+04  3.13283119e+01  1.79381952e+02 
 3.19853049e+04  3.13282884e+01  1.79367701e+02 
 3.27228774e+04  3.13282638e+01  1.79353121e+02 
 3.34774581e+04  3.13282381e+01  1.79338206e+02 
 3.42494392e+04  3.13282111e+01  1.79322947e+02 
 3.50392221e+04  3.13281829e+01  1.79307335e+02 
 3.58472171e+04  3.13281533e+01  1.79291364e+02 
 3.66738442e+04  3.13281224e+01  1.79275025e+02 
 3.75195331e+04  3.13280901e+01  1.79258309e+02 
 3.83847234e+04  3.13280562e+01  1.79241208e+02 
 3.92698648e+04  3.13280208e+01  1.79223713e+02 
 4.01754173e+04  3.13279837e+01  1.79205814e+02 
 4.11018515e+04  3.13279448e+01  1.79187503e+02 
 4.20496491e+04  3.13279042e+01  1.79168769e+02 
 4.30193027e+04  3.13278617e+01  1.79149604e+02 
 4.40113162e+04  3.13278172e+01  1.79129997e+02 
 4.50262052e+04  3.13277706e+01  1.79109938e+02 
 4.60644974e+04  3.13277218e+01  1.79089417e+02 
 4.71267322e+04  3.13276708e+01  1.79068423e+02 
 4.82134619e+04  3.13276173e+01  1.79046945e+02 
 4.93252513e+04  3.13275614e+01  1.79024972e+02 
 5.04626783e+04  3.13275029e+01  1.79002492e+02 
 5.16263340e+04  3.13274417e+01  1.78979495e+02 
 5.28168234e+04  3.13273775e+01  1.78955967e+02 
 5.40347650e+04  3.13273105e+01  1.78931898e+02 
 5.52807921e+04  3.13272402e+01  1.78907274e+02 
 5.65555523e+04  3.13271667e+01  1.78882082e+02 
 5.78597080e+04  3.13270898e+01  1.78856310e+02 
 5.91939372e+04  3.13270093e+01  1.78829944e+02 
 6.05589334e+04  3.13269250e+01  1.78802970e+02 
 6.19554061e+04  3.13268368e+01  1.78775375e+02 
 6.33840810e+04  3.13267445e+01  1.78747145e+02 
 6.48457008e+04  3.13266479e+01  1.78718264e+02 
 6.63410251e+04  3.13265468e+01  1.78688718e+02 
 6.78708313e+04  3.13264409e+01  1.78658491e+02 
 6.94359143e+04  3.13263302e+01  1.78627567e+02 
 7.10370877e+04  3.13262142e+01  1.78595932e+02 
 7.26751838e+04  3.13260929e+01  1.78563568e+02 
 7.43510539e+04  3.13259659e+01  1.78530458e+02 
 7.60655691e+04  3.13258330e+01  1.78496587e+02 
 7.78196206e+04  3.13256939e+01  1.78461935e+02 
 7.96141200e+04  3.13255483e+01  1.78426485e+02 
 8.14500001e+04  3.13253959e+01  1.78390219e+02 
 8.33282151e+04  3.13252364e+01  1.78353118e+02 
 8.52497412e+04  3.13250695e+01  1.78315163e+02 
 8.72155772e+04  3.13248948e+01  1.78276334e+02 
 8.92267449e+04  3.13247119e+01  1.78236611e+02 
 9.12842895e+04  3.13245206e+01  1.78195975e+02 
 9.33892805e+04  3.13243203e+01  1.78154403e+02 
 9.55428121e+04  3.13241107e+01  1.78111874e+02 
 9.77460036e+04  3.13238913e+01  1.78068367e+02 
 1.00000000e+05  3.13236617e+01  1.78023859e+02 
 1.02305973e+05  3.13234214e+01  1.77978327e+02 
 1.04665121e+05  3.13231698e+01  1.77931747e+02 
 1.07078670e+05  3.13229066e+01  1.77884097e+02 
 1.09547876e+05  3.13226311e+01  1.77835350e+02 
 1.12074020e+05  3.13223428e+01  1.77785483e+02 
 1.14658417e+05  3.13220411e+01  1.77734469e+02 
 1.17302409e+05  3.13217253e+01  1.77682283e+02 
 1.20007371e+05  3.13213948e+01  1.77628897e+02 
 1.22774708e+05  3.13210489e+01  1.77574284e+02 
 1.25605860e+05  3.13206869e+01  1.77518417e+02 
 1.28502297e+05  3.13203080e+01  1.77461266e+02 
 1.31465525e+05  3.13199115e+01  1.77402802e+02 
 1.34497085e+05  3.13194965e+01  1.77342996e+02 
 1.37598551e+05  3.13190622e+01  1.77281817e+02 
 1.40771537e+05  3.13186078e+01  1.77219233e+02 
 1.44017690e+05  3.13181321e+01  1.77155213e+02 
 1.47338699e+05  3.13176343e+01  1.77089724e+02 
 1.50736290e+05  3.13171134e+01  1.77022733e+02 
 1.54212228e+05  3.13165682e+01  1.76954205e+02 
 1.57768320e+05  3.13159977e+01  1.76884107e+02 
 1.61406415e+05  3.13154006e+01  1.76812401e+02 
 1.65128404e+05  3.13147758e+01  1.76739052e+02 
 1.68936220e+05  3.13141219e+01  1.76664023e+02 
 1.72831844e+05  3.13134376e+01  1.76587275e+02 
 1.76817299e+05  3.13127215e+01  1.76508770e+02 
 1.80894658e+05  3.13119721e+01  1.76428469e+02 
 1.85066040e+05  3.13111879e+01  1.76346330e+02 
 1.89333613e+05  3.13103673e+01  1.76262312e+02 
 1.93699595e+05  3.13095086e+01  1.76176374e+02 
 1.98166255e+05  3.13086099e+01  1.76088472e+02 
 2.02735916e+05  3.13076696e+01  1.75998562e+02 
 2.07410951e+05  3.13066856e+01  1.75906599e+02 
 2.12193792e+05  3.13056559e+01  1.75812537e+02 
 2.17086923e+05  3.13045785e+01  1.75716329e+02 
 2.22092889e+05  3.13034511e+01  1.75617928e+02 
 2.27214291e+05  3.13022714e+01  1.75517284e+02 
 2.32453791e+05  3.13010370e+01  1.75414348e+02 
 2.37814113e+05  3.12997454e+01  1.75309069e+02 
 2.43298042e+05  3.12983940e+01  1.75201395e+02 
 2.48908429e+05  3.12969799e+01  1.75091273e+02 
 2.54648190e+05  3.12955004e+01  1.74978650e+02 
 2.60520309e+05  3.12939524e+01  1.74863469e+02 
 2.66527837e+05  3.12923328e+01  1.74745675e+02 
 2.72673897e+05  3.12906383e+01  1.74625211e+02 
 2.78961683e+05  3.12888654e+01  1.74502018e+02 
 2.85394464e+05  3.12870106e+01  1.74376036e+02 
 2.91975583e+05  3.12850701e+01  1.74247206e+02 
 2.98708461e+05  3.12830400e+01  1.74115465e+02 
 3.05596598e+05  3.12809163e+01  1.73980751e+02 
 3.12643573e+05  3.12786945e+01  1.73842999e+02 
 3.19853049e+05  3.12763704e+01  1.73702144e+02 
 3.27228774e+05  3.12739391e+01  1.73558120e+02 
 3.34774581e+05  3.12713959e+01  1.73410859e+02 
 3.42494392e+05  3.12687356e+01  1.73260292e+02 
 3.50392221e+05  3.12659530e+01  1.73106350e+02 
 3.58472171e+05  3.12630424e+01  1.72948960e+02 
 3.66738442e+05  3.12599982e+01  1.72788052e+02 
 3.75195331e+05  3.12568142e+01  1.72623551e+02 
 3.83847234e+05  3.12534842e+01  1.72455383e+02 
 3.92698648e+05  3.12500016e+01  1.72283471e+02 
 4.01754173e+05  3.12463595e+01  1.72107739e+02 
 4.11018515e+05  3.12425508e+01  1.71928109e+02 
 4.20496491e+05  3.12385679e+01  1.71744501e+02 
 4.30193027e+05  3.12344032e+01  1.71556835e+02 
 4.40113162e+05  3.12300484e+01  1.71365029e+02 
 4.50262052e+05  3.12254952e+01  1.71169002e+02 
 4.60644974e+05  3.12207346e+01  1.70968668e+02 
 4.71267322e+05  3.12157576e+01  1.70763945e+02 
 4.82134619e+05  3.12105545e+01  1.70554745e+02 
 4.93252513e+05  3.12051153e+01  1.70340983e+02 
 5.04626783e+05  3.11994296e+01  1.70122571e+02 
 5.16263340e+05  3.11934867e+01  1.69899422e+02 
 5.28168234e+05  3.11872752e+01  1.69671445e+02 
 5.40347650e+05  3.11807834e+01  1.69438552e+02 
 5.52807921e+05  3.11739992e+01  1.69200652e+02 
 5.65555523e+05  3.11669098e+01  1.68957653e+02 
 5.78597080e+05  3.11595021e+01  1.68709465e+02 
 5.91939372e+05  3.11517623e+01  1.68455996e+02 
 6.05589334e+05  3.11436761e+01  1.68197154e+02 
 6.19554061e+05  3.11352289e+01  1.67932845e+02 
 6.33840810e+05  3.11264051e+01  1.67662978e+02 
 6.48457008e+05  3.11171888e+01  1.67387460e+02 
 6.63410251e+05  3.11075635e+01  1.67106198e+02 
 6.78708313e+05  3.10975120e+01  1.66819101e+02 
 6.94359143e+05  3.10870164e+01  1.66526076e+02 
 7.10370877e+05  3.10760582e+01  1.66227033e+02 
 7.26751838e+05  3.10646184e+01  1.65921881e+02 
 7.43510539e+05  3.10526771e+01  1.65610530e+02 
 7.60655691e+05  3.10402138e+01  1.65292892e+02 
 7.78196206e+05  3.10272073e+01  1.64968880e+02 
 7.96141200e+05  3.10136355e+01  1.64638407e+02 
 8.14500001e+05  3.09994760e+01  1.64301390e+02 
 8.33282151e+05  3.09847051e+01  1.63957746e+02 
 8.52497412e+05  3.09692988e+01  1.63607395e+02 
 8.72155772e+05  3.09532321e+01  1.63250260e+02 
 8.92267449e+05  3.09364792e+01  1.62886266e+02 
 9.12842895e+05  3.09190138e+01  1.62515340e+02 
 9.33892805e+05  3.09008085e+01  1.62137413e+02 
 9.55428121e+05  3.08818353e+01  1.61752421e+02 
 9.77460036e+05  3.08620654e+01  1.61360301e+02 
 1.00000000e+06  3.08414691e+01  1.60960997e+02 
 1.02305973e+06  3.08200161e+01  1.60554454e+02 
 1.04665121e+06  3.07976752e+01  1.60140626e+02 
 1.07078670e+06  3.07744145e+01  1.59719468e+02 
 1.09547876e+06  3.07502013e+01  1.59290944e+02 
 1.12074020e+06  3.07250024e+01  1.58855021e+02 
 1.14658417e+06  3.06987836e+01  1.58411675e+02 
 1.17302409e+06  3.06715101e+01  1.57960885e+02 
 1.20007371e+06  3.06431466e+01  1.57502641e+02 
 1.22774708e+06  3.06136569e+01  1.57036937e+02 
 1.25605860e+06  3.05830045e+01  1.56563777e+02 
 1.28502297e+06  3.05511522e+01  1.56083171e+02 
 1.31465525e+06  3.05180622e+01  1.55595140e+02 
 1.34497085e+06  3.04836965e+01  1.55099711e+02 
 1.37598551e+06  3.04480165e+01  1.54596923e+02 
 1.40771537e+06  3.04109834e+01  1.54086822e+02 
 1.44017690e+06  3.03725578e+01  1.53569465e+02 
 1.47338699e+06  3.03327006e+01  1.53044919e+02 
 1.50736290e+06  3.02913720e+01  1.52513262e+02 
 1.54212228e+06  3.02485326e+01  1.51974582e+02 
 1.57768320e+06  3.02041427e+01  1.51428978e+02 
 1.61406415e+06  3.01581629e+01  1.50876560e+02 
 1.65128404e+06  3.01105538e+01  1.50317450e+02 
 1.68936220e+06  3.00612765e+01  1.49751782e+02 
 1.72831844e+06  3.00102923e+01  1.49179700e+02 
 1.76817299e+06  2.99575630e+01  1.48601361e+02 
 1.80894658e+06  2.99030510e+01  1.48016934e+02 
 1.85066040e+06  2.98467195e+01  1.47426598e+02 
 1.89333613e+06  2.97885324e+01  1.46830545e+02 
 1.93699595e+06  2.97284544e+01  1.46228980e+02 
 1.98166255e+06  2.96664513e+01  1.45622117e+02 
 2.02735916e+06  2.96024901e+01  1.45010182e+02 
 2.07410951e+06  2.95365388e+01  1.44393412e+02 
 2.12193792e+06  2.94685671e+01  1.43772056e+02 
 2.17086923e+06  2.93985458e+01  1.43146372e+02 
 2.22092889e+06  2.93264473e+01  1.42516628e+02 
 2.27214291e+06  2.92522458e+01  1.41883102e+02 
 2.32453791e+06  2.91759171e+01  1.41246081e+02 
 2.37814113e+06  2.90974389e+01  1.40605858e+02 
 2.43298042e+06  2.90167907e+01  1.39962738e+02 
 2.48908429e+06  2.89339542e+01  1.39317030e+02 
 2.54648190e+06  2.88489130e+01  1.38669050e+02 
 2.60520309e+06  2.87616529e+01  1.38019120e+02 
 2.66527837e+06  2.86721618e+01  1.37367567e+02 
 2.72673897e+06  2.85804299e+01  1.36714722e+02 
 2.78961683e+06  2.84864497e+01  1.36060918e+02 
 2.85394464e+06  2.83902160e+01  1.35406491e+02 
 2.91975583e+06  2.82917260e+01  1.34751781e+02 
 2.98708461e+06  2.81909790e+01  1.34097124e+02 
 3.05596598e+06  2.80879769e+01  1.33442860e+02 
 3.12643573e+06  2.79827238e+01  1.32789325e+02 
 3.19853049e+06  2.78752263e+01  1.32136855e+02 
 3.27228774e+06  2.77654929e+01  1.31485782e+02 
 3.34774581e+06  2.76535349e+01  1.30836433e+02 
 3.42494392e+06  2.75393653e+01  1.30189134e+02 
 3.50392221e+06  2.74229995e+01  1.29544203e+02 
 3.58472171e+06  2.73044551e+01  1.28901952e+02 
 3.66738442e+06  2.71837516e+01  1.28262687e+02 
 3.75195331e+06  2.70609104e+01  1.27626706e+02 
 3.83847234e+06  2.69359548e+01  1.26994300e+02 
 3.92698648e+06  2.68089100e+01  1.26365750e+02 
 4.01754173e+06  2.66798027e+01  1.25741328e+02 
 4.11018515e+06  2.65486613e+01  1.25121296e+02 
 4.20496491e+06  2.64155158e+01  1.24505907e+02 
 4.30193027e+06  2.62803973e+01  1.23895402e+02 
 4.40113162e+06  2.61433384e+01  1.23290012e+02 
 4.50262052e+06  2.60043727e+01  1.22689956e+02 
 4.60644974e+06  2.58635352e+01  1.22095443e+02 
 4.71267322e+06  2.57208613e+01  1.21506669e+02 
 4.82134619e+06  2.55763878e+01  1.20923819e+02 
 4.93252513e+06  2.54301519e+01  1.20347066e+02 
 5.04626783e+06  2.52821914e+01  1.19776570e+02 
 5.16263340e+06  2.51325449e+01  1.19212482e+02 
 5.28168234e+06  2.49812512e+01  1.18654939e+02 
 5.40347650e+06  2.48283495e+01  1.18104067e+02 
 5.52807921e+06  2.46738791e+01  1.17559979e+02 
 5.65555523e+06  2.45178797e+01  1.17022781e+02 
 5.78597080e+06  2.43603909e+01  1.16492563e+02 
 5.91939372e+06  2.42014522e+01  1.15969406e+02 
 6.05589334e+06  2.40411030e+01  1.15453382e+02 
 6.19554061e+06  2.38793828e+01  1.14944550e+02 
 6.33840810e+06  2.37163304e+01  1.14442960e+02 
 6.48457008e+06  2.35519847e+01  1.13948654e+02 
 6.63410251e+06  2.33863839e+01  1.13461661e+02 
 6.78708313e+06  2.32195659e+01  1.12982005e+02 
 6.94359143e+06  2.30515683e+01  1.12509698e+02 
 7.10370877e+06  2.28824278e+01  1.12044745e+02 
 7.26751838e+06  2.27121808e+01  1.11587145e+02 
 7.43510539e+06  2.25408630e+01  1.11136885e+02 
 7.60655691e+06  2.23685095e+01  1.10693949e+02 
 7.78196206e+06  2.21951547e+01  1.10258313e+02 
 7.96141200e+06  2.20208323e+01  1.09829944e+02 
 8.14500001e+06  2.18455752e+01  1.09408808e+02 
 8.33282151e+06  2.16694158e+01  1.08994860e+02 
 8.52497412e+06  2.14923855e+01  1.08588053e+02 
 8.72155772e+06  2.13145151e+01  1.08188334e+02 
 8.92267449e+06  2.11358346e+01  1.07795645e+02 
 9.12842895e+06  2.09563730e+01  1.07409925e+02 
 9.33892805e+06  2.07761590e+01  1.07031107e+02 
 9.55428121e+06  2.05952200e+01  1.06659121e+02 
 9.77460036e+06  2.04135830e+01  1.06293894e+02 
 1.00000000e+07  2.02312740e+01  1.05935351e+02 
 1.02305973e+07  2.00483184e+01  1.05583411e+02 
 1.04665121e+07  1.98647406e+01  1.05237993e+02 
 1.07078670e+07  1.96805644e+01  1.04899014e+02 
 1.09547876e+07  1.94958129e+01  1.04566386e+02 
 1.12074020e+07  1.93105083e+01  1.04240023e+02 
 1.14658417e+07  1.91246723e+01  1.03919833e+02 
 1.17302409e+07  1.89383256e+01  1.03605727e+02 
 1.20007371e+07  1.87514884e+01  1.03297612e+02 
 1.22774708e+07  1.85641803e+01  1.02995394e+02 
 1.25605860e+07  1.83764199e+01  1.02698980e+02 
 1.28502297e+07  1.81882254e+01  1.02408273e+02 
 1.31465525e+07  1.79996142e+01  1.02123180e+02 
 1.34497085e+07  1.78106034e+01  1.01843604e+02 
 1.37598551e+07  1.76212091e+01  1.01569448e+02 
 1.40771537e+07  1.74314469e+01  1.01300617e+02 
 1.44017690e+07  1.72413320e+01  1.01037013e+02 
 1.47338699e+07  1.70508789e+01  1.00778542e+02 
 1.50736290e+07  1.68601015e+01  1.00525105e+02 
 1.54212228e+07  1.66690133e+01  1.00276609e+02 
 1.57768320e+07  1.64776273e+01  1.00032957e+02 
 1.61406415e+07  1.62859559e+01  9.97940539e+01 
 1.65128404e+07  1.60940111e+01  9.95598056e+01 
 1.68936220e+07  1.59018042e+01  9.93301180e+01 
 1.72831844e+07  1.57093465e+01  9.91048977e+01 
 1.76817299e+07  1.55166485e+01  9.88840523e+01 
 1.80894658e+07  1.53237203e+01  9.86674897e+01 
 1.85066040e+07  1.51305719e+01  9.84551189e+01 
 1.89333613e+07  1.49372125e+01  9.82468497e+01 
 1.93699595e+07  1.47436512e+01  9.80425926e+01 
 1.98166255e+07  1.45498967e+01  9.78422592e+01 
 2.02735916e+07  1.43559573e+01  9.76457619e+01 
 2.07410951e+07  1.41618408e+01  9.74530140e+01 
 2.12193792e+07  1.39675551e+01  9.72639298e+01 
 2.17086923e+07  1.37731074e+01  9.70784247e+01 
 2.22092889e+07  1.35785047e+01  9.68964151e+01 
 2.27214291e+07  1.33837538e+01  9.67178181e+01 
 2.32453791e+07  1.31888612e+01  9.65425521e+01 
 2.37814113e+07  1.29938331e+01  9.63705365e+01 
 2.43298042e+07  1.27986753e+01  9.62016916e+01 
 2.48908429e+07  1.26033937e+01  9.60359389e+01 
 2.54648190e+07  1.24079936e+01  9.58732006e+01 
 2.60520309e+07  1.22124803e+01  9.57134002e+01 
 2.66527837e+07  1.20168589e+01  9.55564623e+01 
 2.72673897e+07  1.18211341e+01  9.54023121e+01 
 2.78961683e+07  1.16253106e+01  9.52508761e+01 
 2.85394464e+07  1.14293927e+01  9.51020818e+01 
 2.91975583e+07  1.12333847e+01  9.49558576e+01 
 2.98708461e+07  1.10372907e+01  9.48121328e+01 
 3.05596598e+07  1.08411145e+01  9.46708377e+01 
 3.12643573e+07  1.06448599e+01  9.45319036e+01 
 3.19853049e+07  1.04485305e+01  9.43952626e+01 
 3.27228774e+07  1.02521297e+01  9.42608479e+01 
 3.34774581e+07  1.00556608e+01  9.41285935e+01 
 3.42494392e+07  9.85912687e+00  9.39984342e+01 
 3.50392221e+07  9.66253103e+00  9.38703056e+01 
 3.58472171e+07  9.46587614e+00  9.37441444e+01 
 3.66738442e+07  9.26916499e+00  9.36198879e+01 
 3.75195331e+07  9.07240026e+00  9.34974743e+01 
 3.83847234e+07  8.87558450e+00  9.33768426e+01 
 3.92698648e+07  8.67872019e+00  9.32579324e+01 
 4.01754173e+07  8.48180968e+00  9.31406842e+01 
 4.11018515e+07  8.28485524e+00  9.30250391e+01 
 4.20496491e+07  8.08785906e+00  9.29109391e+01 
 4.30193027e+07  7.89082324e+00  9.27983267e+01 
 4.40113162e+07  7.69374980e+00  9.26871451e+01 
 4.50262052e+07  7.49664068e+00  9.25773381e+01 
 4.60644974e+07  7.29949775e+00  9.24688502e+01 
 4.71267322e+07  7.10232282e+00  9.23616265e+01 
 4.82134619e+07  6.90511762e+00  9.22556124e+01 
 4.93252513e+07  6.70788384e+00  9.21507543e+01 
 5.04626783e+07  6.51062308e+00  9.20469987e+01 
 5.16263340e+07  6.31333691e+00  9.19442929e+01 
 5.28168234e+07  6.11602685e+00  9.18425845e+01 
 5.40347650e+07  5.91869436e+00  9.17418216e+01 
 5.52807921e+07  5.72134086e+00  9.16419528e+01 
 5.65555523e+07  5.52396772e+00  9.15429271e+01 
 5.78597080e+07  5.32657628e+00  9.14446939e+01 
 5.91939372e+07  5.12916784e+00  9.13472027e+01 
 6.05589334e+07  4.93174365e+00  9.12504038e+01 
 6.19554061e+07  4.73430496e+00  9.11542475e+01 
 6.33840810e+07  4.53685295e+00  9.10586846e+01 
 6.48457008e+07  4.33938882e+00  9.09636659e+01 
 6.63410251e+07  4.14191370e+00  9.08691427e+01 
 6.78708313e+07  3.94442872e+00  9.07750665e+01 
 6.94359143e+07  3.74693500e+00  9.06813890e+01 
 7.10370877e+07  3.54943361e+00  9.05880619e+01 
 7.26751838e+07  3.35192564e+00  9.04950374e+01 
 7.43510539e+07  3.15441213e+00  9.04022675e+01 
 7.60655691e+07  2.95689415e+00  9.03097047e+01 
 7.78196206e+07  2.75937273e+00  9.02173012e+01 
 7.96141200e+07  2.56184890e+00  9.01250095e+01 
 8.14500001e+07  2.36432369e+00  9.00327821e+01 
 8.33282151e+07  2.16679813e+00  8.99405716e+01 
 8.52497412e+07  1.96927323e+00  8.98483306e+01 
 8.72155772e+07  1.77175003e+00  8.97560115e+01 
 8.92267449e+07  1.57422955e+00  8.96635668e+01 
 9.12842895e+07  1.37671283e+00  8.95709491e+01 
 9.33892805e+07  1.17920090e+00  8.94781106e+01 
 9.55428121e+07  9.81694825e-01  8.93850036e+01 
 9.77460036e+07  7.84195664e-01  8.92915803e+01 
 1.00000000e+08  5.86704495e-01  8.91977926e+01 
 1.02305973e+08  3.89222411e-01  8.91035923e+01 
 1.04665121e+08  1.91750526e-01  8.90089310e+01 
 1.07078670e+08 -5.71002556e-03  8.89137601e+01 
 1.09547876e+08 -2.03158088e-01  8.88180309e+01 
 1.12074020e+08 -4.00592479e-01  8.87216941e+01 
 1.14658417e+08 -5.98011988e-01  8.86247004e+01 
 1.17302409e+08 -7.95415373e-01  8.85270001e+01 
 1.20007371e+08 -9.92801363e-01  8.84285432e+01 
 1.22774708e+08 -1.19016865e+00  8.83292793e+01 
 1.25605860e+08 -1.38751588e+00  8.82291576e+01 
 1.28502297e+08 -1.58484167e+00  8.81281270e+01 
 1.31465525e+08 -1.78214458e+00  8.80261360e+01 
 1.34497085e+08 -1.97942315e+00  8.79231324e+01 
 1.37598551e+08 -2.17667584e+00  8.78190639e+01 
 1.40771537e+08 -2.37390107e+00  8.77138776e+01 
 1.44017690e+08 -2.57109720e+00  8.76075198e+01 
 1.47338699e+08 -2.76826254e+00  8.74999367e+01 
 1.50736290e+08 -2.96539534e+00  8.73910736e+01 
 1.54212228e+08 -3.16249376e+00  8.72808755e+01 
 1.57768320e+08 -3.35955592e+00  8.71692867e+01 
 1.61406415e+08 -3.55657984e+00  8.70562507e+01 
 1.65128404e+08 -3.75356350e+00  8.69417106e+01 
 1.68936220e+08 -3.95050475e+00  8.68256088e+01 
 1.72831844e+08 -4.14740140e+00  8.67078870e+01 
 1.76817299e+08 -4.34425113e+00  8.65884860e+01 
 1.80894658e+08 -4.54105157e+00  8.64673462e+01 
 1.85066040e+08 -4.73780021e+00  8.63444071e+01 
 1.89333613e+08 -4.93449446e+00  8.62196073e+01 
 1.93699595e+08 -5.13113161e+00  8.60928848e+01 
 1.98166255e+08 -5.32770885e+00  8.59641768e+01 
 2.02735916e+08 -5.52422323e+00  8.58334196e+01 
 2.07410951e+08 -5.72067170e+00  8.57005486e+01 
 2.12193792e+08 -5.91705106e+00  8.55654984e+01 
 2.17086923e+08 -6.11335798e+00  8.54282028e+01 
 2.22092889e+08 -6.30958899e+00  8.52885946e+01 
 2.27214291e+08 -6.50574046e+00  8.51466058e+01 
 2.32453791e+08 -6.70180861e+00  8.50021672e+01 
 2.37814113e+08 -6.89778951e+00  8.48552091e+01 
 2.43298042e+08 -7.09367903e+00  8.47056603e+01 
 2.48908429e+08 -7.28947289e+00  8.45534492e+01 
 2.54648190e+08 -7.48516661e+00  8.43985028e+01 
 2.60520309e+08 -7.68075552e+00  8.42407473e+01 
 2.66527837e+08 -7.87623475e+00  8.40801078e+01 
 2.72673897e+08 -8.07159920e+00  8.39165085e+01 
 2.78961683e+08 -8.26684358e+00  8.37498725e+01 
 2.85394464e+08 -8.46196235e+00  8.35801220e+01 
 2.91975583e+08 -8.65694975e+00  8.34071780e+01 
 2.98708461e+08 -8.85179973e+00  8.32309607e+01 
 3.05596598e+08 -9.04650603e+00  8.30513890e+01 
 3.12643573e+08 -9.24106210e+00  8.28683811e+01 
